"Группа";"Дата";"День";"Пара";"Занятия"
"ТОиРА-2701п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"ЛПЗ ВМДК.04.01 Слесарное дело и технические измерения — 1 п/г, Самцов Андрей Евгеньевич, Лесная | ЛПЗ ВМДК.04.01 Слесарное дело и технические измерения — 2 п/г, Тимеров Валерий Вагизович, Лесная"
"ТОиРА-2701п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"Иностранный язык в профессиональной деятельности — 1 п/г, Ермолина Ирина Павловна, Лесная | ЛПЗ ВМДК.04.01 Слесарное дело и технические измерения — 2 п/г, Тимеров Валерий Вагизович, Лесная"
"ТОиРА-2701п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"Иностранный язык в профессиональной деятельности — 2 п/г, Ермолина Ирина Павловна, Лесная"
"ТОиРА-2701п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ТОРД-3706";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ТОРД-3706";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"-"
"ТОРД-3706";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"ЛПЗ ВМДК.04.01 Слесарное дело и технические измерения — 1 п/г, Самцов Андрей Евгеньевич, Лесная"
"ТОРД-3706";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"Автоматизация автомастерской в компьютерной программе ""1С предприятие 8: ""Автосервис"" — 2 п/г, Азарян Карине Айказовна, Лесная | ЛПЗ ВМДК.04.01 Слесарное дело и технические измерения — 1 п/г, Самцов Андрей Евгеньевич, Лесная"
"ТОРД-3706";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"Автоматизация автомастерской в компьютерной программе ""1С предприятие 8: ""Автосервис"" — 1 п/г, Азарян Карине Айказовна, Лесная | ЛПЗ ВМДК.04.01 Слесарное дело и технические измерения — 2 п/г, Самцов Андрей Евгеньевич, Лесная"
"ТОРД-3706";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"ЛПЗ ВМДК.04.01 Слесарное дело и технические измерения — 2 п/г, Самцов Андрей Евгеньевич, Лесная"
"ТОРД-3706";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ТОРД-3706";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"ТОРД-3706";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"-"
"ТОРД-3706";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"-"
"ТОРД-3706";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"-"
"ТОРД-3706";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"ТОРД-3706";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"Физическая культура — вся группа, Потапова Регина Александровна, Лесная"
"ТОРД-3706";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"ВМДК.05.05 Транспортная логистика и безопасность дорожного движения — вся группа, Самцов Андрей Евгеньевич, Лесная"
"ТОРД-3707п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"Автоматизация автомастерской в компьютерной программе ""1С предприятие 8: ""Автосервис"" — 2 п/г, Азарян Карине Айказовна, Лесная"
"ТОРД-3707п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"Безопасность жизнедеятельности — вся группа, Потапова Регина Александровна, Лесная"
"ТОРД-3707п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"Автоматизация автомастерской в компьютерной программе ""1С предприятие 8: ""Автосервис"" — 1 п/г, Азарян Карине Айказовна, Лесная | ЛПЗ ВМДК.04.02 Диагностика, техническое обслуживание и ремонт мехатронных систем автомобиля — 2 п/г, Тимеров Валерий Вагизович, Лесная"
"ТОРД-3707п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"Иностранный язык в профессиональной деятельности — 1 п/г, Новосёлова Светлана Юрьевна, Лесная | ЛПЗ ВМДК.04.02 Диагностика, техническое обслуживание и ремонт мехатронных систем автомобиля — 2 п/г, Тимеров Валерий Вагизович, Лесная"
"ТОРД-3707п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"ТОРД-3707п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"ТОРД-3707п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ТОРД-3707п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"Информационные технологии в профессиональной деятельности — 2 п/г, Ланитина Елена Сергеевна, Кривоусова"
"ТОРД-3707п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"Метрология, стандартизация, сертификация — вся группа, Садриева Татьяна Геннадьевна, Кривоусова"
"ТОРД-3707п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"Информационные технологии в профессиональной деятельности — 1 п/г, Ланитина Елена Сергеевна, Кривоусова"
"ТОРД-3707п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"-"
"ТОРД-3707п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"ТОРД-3707п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ТОРД-3707п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ТОРД-4705п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ТОРД-4705п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"Психология общения — вся группа, Ярославцева Елена Анатольевна, Кривоусова"
"ТОРД-4705п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"МДК.02.03 Управление коллективом исполнителей — вся группа, Черепанова Татьяна Михайловна, Кривоусова"
"ТОРД-4705п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"-"
"ТОРД-4705п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"ТОРД-4705п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"ТОРД-4705п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ТОРД-4705п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"ЛПЗ МДК.03.03 Тюнинг автомобилей — 2 п/г, Самцов Андрей Евгеньевич, Лесная"
"ТОРД-4705п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"ЛПЗ МДК.03.03 Тюнинг автомобилей — 2 п/г, Самцов Андрей Евгеньевич, Лесная"
"ТОРД-4705п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"МДК.03.02 Организация работ по модернизации автотранспортных средств — вся группа, Тимеров Валерий Вагизович, Лесная"
"ТОРД-4705п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"Эффективное поведение на рынке труда — вся группа, Кропотова Анастасия Андреевна, Лесная"
"ТОРД-4705п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"ЛПЗ МДК.03.03 Тюнинг автомобилей — 1 п/г, Самцов Андрей Евгеньевич, Лесная"
"ТОРД-4705п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"ЛПЗ МДК.03.03 Тюнинг автомобилей — 1 п/г, Самцов Андрей Евгеньевич, Лесная"
"ТОРД-4705п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ТМ-2417";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ТМ-2417";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"-"
"ТМ-2417";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"-"
"ТМ-2417";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"Технологическая оснастка — вся группа, Саламатина Вера Викторовна, Лесная"
"ТМ-2417";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"География — вся группа, Кропотова Анастасия Андреевна, Лесная"
"ТМ-2417";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"Технологическая оснастка — вся группа, Саламатина Вера Викторовна, Лесная"
"ТМ-2417";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ТМ-2417";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"ТМ-2417";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"-"
"ТМ-2417";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"-"
"ТМ-2417";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"Иностранный язык в профессиональной деятельности — 2 п/г, Давыдова Валентина Алексеевна, Лесная"
"ТМ-2417";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"ВМДК.07.01 Технология обработки на металлорежущих станках — вся группа, Саламатина Вера Викторовна, Лесная"
"ТМ-2417";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"Технология машиностроения — вся группа, Саламатина Вера Викторовна, Лесная"
"ТМ-2417";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"Иностранный язык в профессиональной деятельности — 1 п/г, Давыдова Валентина Алексеевна, Лесная"
"ТМ-2418п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ТМ-2418п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"Математика в профессиональной деятельности — вся группа, Абрамчук Раида Филимазовна, Лесная"
"ТМ-2418п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"Технологическая оснастка — вся группа, Саламатина Вера Викторовна, Лесная"
"ТМ-2418п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"Физическая культура — вся группа, Нуров Мирзо Нуралиевич, Лесная"
"ТМ-2418п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"Технология машиностроения — вся группа, Саламатина Вера Викторовна, Лесная"
"ТМ-2418п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"ТМ-2418п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ТМ-2418п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"Процессы формообразования и инструменты — вся группа, Саламатина Вера Викторовна, Лесная"
"ТМ-2418п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"География — вся группа, Кропотова Анастасия Андреевна, Лесная"
"ТМ-2418п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"Материаловедение — вся группа, Саламатина Вера Викторовна, Лесная"
"ТМ-2418п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"-"
"ТМ-2418п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"ТМ-2418п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ТМ-2418п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ТМ-3415";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"Иностранный язык в профессиональной деятельности — 2 п/г, Ермолина Ирина Павловна, Лесная | ЛПЗ ВМДК.06.02 Технология металлообработки на металлорежущих станках с программным управлением — 1 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-3415";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"Иностранный язык в профессиональной деятельности — 1 п/г, Ермолина Ирина Павловна, Лесная | ЛПЗ ВМДК.06.02 Технология металлообработки на металлорежущих станках с программным управлением — 2 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-3415";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"-"
"ТМ-3415";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"-"
"ТМ-3415";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"ТМ-3415";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"ТМ-3415";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ТМ-3415";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"ТМ-3415";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"-"
"ТМ-3415";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"-"
"ТМ-3415";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"ЛПЗ ВМДК.06.02 Технология металлообработки на металлорежущих станках с программным управлением — 1 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-3415";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"Физическая культура — вся группа, Нуров Мирзо Нуралиевич, Лесная"
"ТМ-3415";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"МДК.02.01 Разработка и внедрение управляющих программ изготовления деталей машин — вся группа, Вальдиянов Ян Мансурович, Лесная"
"ТМ-3415";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"ЛПЗ МДК.02.01 Разработка и внедрение управляющих программ изготовления деталей машин — 2 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-3416п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ТМ-3416п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"-"
"ТМ-3416п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"-"
"ТМ-3416п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"ЛПЗ ВМДК.07.01 Технология обработки на металлорежущих станках — 1 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-3416п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"Иностранный язык в профессиональной деятельности — 1 п/г, Ермолина Ирина Павловна, Лесная | ЛПЗ ВМДК.06.02 Технология металлообработки на металлорежущих станках с программным управлением — 2 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-3416п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"Иностранный язык в профессиональной деятельности — 1 п/г, Ермолина Ирина Павловна, Лесная | ЛПЗ ВМДК.07.01 Технология обработки на металлорежущих станках — 2 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-3416п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"ЛПЗ ВМДК.06.02 Технология металлообработки на металлорежущих станках с программным управлением — 2 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-3416п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"Физическая культура — вся группа, Нуров Мирзо Нуралиевич, Лесная"
"ТМ-3416п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"Иностранный язык в профессиональной деятельности — 2 п/г, Ермолина Ирина Павловна, Лесная | ЛПЗ МДК.02.01 Разработка и внедрение управляющих программ изготовления деталей машин — 1 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-3416п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"ЛПЗ МДК.02.01 Разработка и внедрение управляющих программ изготовления деталей машин — 2 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-3416п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"-"
"ТМ-3416п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"ТМ-3416п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ТМ-3416п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ТМ-4413";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ТМ-4413";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"МДК.04.01 Контроль, наладка, подналадка и техническое обслуживание сборочного оборудования — вся группа, Саламатина Вера Викторовна, Лесная"
"ТМ-4413";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"ЛПЗ МДК.04.01 Контроль, наладка, подналадка и техническое обслуживание сборочного оборудования — 2 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-4413";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"-"
"ТМ-4413";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"ТМ-4413";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"ТМ-4413";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ТМ-4413";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"ЛПЗ МДК.03.01 Разработка и реализация технологических процессов в механосборочном производстве — 2 п/г, Сивилькаев Вадим Михайлович, Кривоусова"
"ТМ-4413";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"МДК.03.01 Разработка и реализация технологических процессов в механосборочном производстве — вся группа, Сивилькаев Вадим Михайлович, Кривоусова"
"ТМ-4413";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"ЛПЗ МДК.03.01 Разработка и реализация технологических процессов в механосборочном производстве — 1 п/г, Сивилькаев Вадим Михайлович, Кривоусова"
"ТМ-4413";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"ЛПЗ МДК.03.01 Разработка и реализация технологических процессов в механосборочном производстве — 1 п/г, Сивилькаев Вадим Михайлович, Кривоусова"
"ТМ-4413";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"ТМ-4413";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ТМ-4413";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ТМ-4414п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ТМ-4414п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"-"
"ТМ-4414п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"-"
"ТМ-4414п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"МДК.05.01 Планирование, организация и контроль деятельности подчиненного персонала — вся группа, Черепанова Татьяна Михайловна, Кривоусова"
"ТМ-4414п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"МДК.03.01 Разработка и реализация технологических процессов в механосборочном производстве — вся группа, Сивилькаев Вадим Михайлович, Кривоусова"
"ТМ-4414п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"МДК.03.01 Разработка и реализация технологических процессов в механосборочном производстве — вся группа, Сивилькаев Вадим Михайлович, Кривоусова"
"ТМ-4414п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ТМ-4414п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"ЛПЗ МДК.04.01 Контроль, наладка, подналадка и техническое обслуживание сборочного оборудования — 2 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-4414п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"МДК.04.01 Контроль, наладка, подналадка и техническое обслуживание сборочного оборудования — вся группа, Саламатина Вера Викторовна, Лесная"
"ТМ-4414п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"Физическая культура — вся группа, Потапова Регина Александровна, Лесная"
"ТМ-4414п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"МДК.04.01 Контроль, наладка, подналадка и техническое обслуживание сборочного оборудования — вся группа, Саламатина Вера Викторовна, Лесная"
"ТМ-4414п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"ЛПЗ МДК.04.01 Контроль, наладка, подналадка и техническое обслуживание сборочного оборудования — 1 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-4414п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ТМ-4414п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ИСП-2308";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"Элементы высшей математики — вся группа, Нифонтова Ирина Геннадьевна, Лесная"
"ИСП-2308";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"География — вся группа, Кропотова Анастасия Андреевна, Лесная"
"ИСП-2308";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"Дискретная математика с элементами математической логики — вся группа, Нифонтова Ирина Геннадьевна, Лесная"
"ИСП-2308";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"-"
"ИСП-2308";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"ИСП-2308";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"ИСП-2308";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ИСП-2308";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"ИСП-2308";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"ЛПЗ МДК.03.01 Внедрение и поддержка компьютерных систем — 2 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-2308";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"История — вся группа, Лучинин Александр Васильевич, Лесная"
"ИСП-2308";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"Химия — вся группа, Альшаева Алина Павловна, Лесная"
"ИСП-2308";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"Элементы высшей математики — вся группа, Нифонтова Ирина Геннадьевна, Лесная"
"ИСП-2308";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ИСП-2308";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ИСП-2309п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ИСП-2309п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"Операционные системы и среды — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-2309п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"География — вся группа, Кропотова Анастасия Андреевна, Лесная"
"ИСП-2309п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"Иностранный язык в профессиональной деятельности — 2 п/г, Давыдова Валентина Алексеевна, Лесная"
"ИСП-2309п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"ИСП-2309п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"ИСП-2309п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ИСП-2309п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"Элементы высшей математики — вся группа, Нифонтова Ирина Геннадьевна, Лесная"
"ИСП-2309п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"Химия — вся группа, Альшаева Алина Павловна, Лесная"
"ИСП-2309п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"-"
"ИСП-2309п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"-"
"ИСП-2309п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"ИСП-2309п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ИСП-2309п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ИСП-3306п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"ЛПЗ МДК.01.04 Системное программирование — 1 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3306п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"Иностранный язык в профессиональной деятельности — 1 п/г, Новосёлова Светлана Юрьевна, Лесная"
"ИСП-3306п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"ЛПЗ МДК 01.03 Разработка мобильных приложений — 1 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-3306п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"-"
"ИСП-3306п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"Иностранный язык в профессиональной деятельности — 2 п/г, Давыдова Валентина Алексеевна, Лесная"
"ИСП-3306п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"ЛПЗ МДК.01.04 Системное программирование — 2 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3306п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"ЛПЗ МДК.01.04 Системное программирование — 2 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3306п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"ИСП-3306п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"-"
"ИСП-3306п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"Стандартизация, серификация и техническое документоведение — вся группа, Садриева Татьяна Геннадьевна, Кривоусова"
"ИСП-3306п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"Основы филосовии — вся группа, Кузнецова Елизавета Олеговна, Кривоусова"
"ИСП-3306п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"ИСП-3306п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ИСП-3306п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ИСП-3307п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ИСП-3307п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"-"
"ИСП-3307п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"-"
"ИСП-3307п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"ЛПЗ МДК 01.03 Разработка мобильных приложений — 2 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-3307п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"МДК.01.02 Поддержка и тестирование программных модулей — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-3307п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"МДК.01.02 Поддержка и тестирование программных модулей — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-3307п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"ЛПЗ МДК 01.03 Разработка мобильных приложений — 1 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-3307п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"ИСП-3307п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"-"
"ИСП-3307п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"-"
"ИСП-3307п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"-"
"ИСП-3307п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"ЛПЗ МДК.01.02 Поддержка и тестирование программных модулей — 2 п/г, Меренчуков Иван Александрович, Лесная | ЛПЗ МДК.01.04 Системное программирование — 1 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3307п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"ЛПЗ МДК 01.03 Разработка мобильных приложений — 1 п/г, Меренчуков Иван Александрович, Лесная | ЛПЗ МДК.01.04 Системное программирование — 2 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3307п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"ЛПЗ МДК.01.02 Поддержка и тестирование программных модулей — 1 п/г, Меренчуков Иван Александрович, Лесная | ЛПЗ МДК.01.04 Системное программирование — 2 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-4304";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"ВМДК.05.02 Сертификация информационных систем — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-4304";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"ВМДК.05.01 Управление и автоматизация баз данных — вся группа, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-4304";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"Иностранный язык в профессиональной деятельности — 2 п/г, Давыдова Валентина Алексеевна, Лесная | ЛПЗ ВМДК.05.01 Управление и автоматизация баз данных — 1 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-4304";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"-"
"ИСП-4304";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"ИСП-4304";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"ИСП-4304";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ИСП-4304";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"ЛПЗ ВМДК.05.01 Управление и автоматизация баз данных — 1 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-4304";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"ЛПЗ ВМДК.05.02 Сертификация информационных систем — 1 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-4304";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"ВМДК.05.01 Управление и автоматизация баз данных — вся группа, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-4304";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"ЛПЗ ВМДК.05.02 Сертификация информационных систем — 2 п/г, Меренчуков Иван Александрович, Лесная"
